docdate,codigo_articulo,cantidad
2021-01-30,AUACFL85265,10
2021-01-30,AUACHR42,1
2021-01-30,AUACHULK450,2
2021-01-30,AUACIN624,1
2021-01-30,AUACKCP200C,1
2021-01-30,AUACKCP300C,1
2021-01-30,AUACKCP301R,1
2021-01-30,AUACKCP400C,1
2021-01-30,AUACKCP490C,1
2021-01-30,AUACKCP575R,1
2021-01-30,AUACKH120K,1
2021-01-30,AUACPB400,2
2021-01-30,AUACRIM4F,25
2021-01-30,AUACRIM4Z,4
2021-01-30,AUACRP120,4
2021-01-30,AUACSH1000,11
2021-01-30,AUELCR433,7
2021-01-30,AUELMC3,2
2021-01-30,AUELMC5,3
2021-01-30,AUELME611,1
2021-01-30,HEELAG114,2
2021-01-30,HEELAG1165,11
2021-01-30,HEELBV05,12
2021-01-30,HEELCA1012D,14
2021-01-30,HEELCA6205,4
2021-01-30,HEELCA6256,1
2021-01-30,HEELDH164515,10
2021-01-30,HEELEB90758,1
2021-01-30,HEELHG1600,6
2021-01-30,HEELPS350,1
2021-01-30,HEELPW1565,3
2021-01-30,HEELPW1770,3
2021-01-30,HEELPW2275,1
2021-01-30,HEELPW2482,1
2021-01-30,HEFUFCD21,4
2021-01-30,HEFUFD52,2
2021-01-30,HEFUFG71,2
2021-01-30,MAEL2G13,3
2021-01-30,SOELAT2610254M,2
2021-01-30,SOELAT2635504M,14
2021-01-30,SOELCSVM501,1
2021-01-30,SOELCSVM530,2
2021-01-30,SOELPMS6505,2
2021-01-30,SOELSI6140DV,4
2021-01-30,SOELSI9180DV,1
2021-01-30,SOELSI9220DV,38
2021-01-30,SOFUFW161M,2
2021-01-30,SOFUFW181,2
2021-01-30,SOSWC1-611,-1
2021-01-30,SOSWG1-111,1
2021-01-30,SOSWG1-112,5
2021-01-30,SOSWG2-210,1
2021-01-30,SOSWP2-417,5
2021-01-30,SOSWP2-513,20
2021-01-30,SOSWSWA2057,6
2021-01-30,SOSWSWA2650,0
2021-01-30,SOSWSWA3250,0
2021-01-30,SOSWSWP3060,1
2021-01-30,SOSWT1-111,4
2021-01-30,SOSWT1-115,1
2021-02-01,AUACAE20,28
2021-02-01,AUACAE30,8
2021-02-01,AUACAH45,1
2021-02-01,AUACALH2,6
2021-02-01,AUACALM4,26
2021-02-01,AUACALR4,1
2021-02-01,AUACBD850,3
2021-02-01,AUACBL05,1
2021-02-01,AUACEG250,2
2021-02-01,AUACEL12,1
2021-02-01,AUACFL85265,6
2021-02-01,AUACHR42,1
2021-02-01,AUACHULK450,1
2021-02-01,AUACHULK750,1
2021-02-01,AUACKCP200C,1
2021-02-01,AUACPB400,2
2021-02-01,AUACRIM4F,25
2021-02-01,AUACRIM4Z,4
2021-02-01,AUACRP120,2
2021-02-01,AUACSB4,1
2021-02-01,AUACSH1000,13
2021-02-01,AUELCR433,2
2021-02-01,AUELMC3,1
2021-02-01,AUELMC5,1
2021-02-01,HEELAG114,1
2021-02-01,HEELAG1141,2
2021-02-01,HEELAG1165,10
2021-02-01,HEELCA6205,4
2021-02-01,HEELCA6256,1
2021-02-01,HEELCS1425,1
2021-02-01,HEELEB7056,1
2021-02-01,HEELHG1600,2
2021-02-01,HEELID600,1
2021-02-01,HEELPS250,4
2021-02-01,HEELPS350,1
2021-02-01,HEELPW1565,11
2021-02-01,HEELPW1770,5
2021-02-01,HEELPW2275,2
2021-02-01,HEELVC0640P,3
2021-02-01,HEFUFC25,1
2021-02-01,HEFUFCD21,33
2021-02-01,HEFUFD52,271
2021-02-01,HEFUFG71,283
2021-02-01,MAEL2G65,2
2021-02-01,SOELAT2610254M,1
2021-02-01,SOELAT2635504M,12
2021-02-01,SOELCSVM501,1
2021-02-01,SOELCSVM530,1
2021-02-01,SOELPES6300,1
2021-02-01,SOELSI6140DV,27
2021-02-01,SOELSI7130MP,1
2021-02-01,SOELSI9180DV,1
2021-02-01,SOFUFW161M,2
2021-02-01,SOFUFW181,56
2021-02-01,SOSWC1-611,16
2021-02-01,SOSWC1-811,2
2021-02-01,SOSWC6-603,4
2021-02-01,SOSWG2-210,4
2021-02-01,SOSWG2-213,3
2021-02-01,SOSWG3-314,2
2021-02-01,SOSWM2-235,4
2021-02-01,SOSWM2-265,1
2021-02-01,SOSWM3-315,1
2021-02-01,SOSWP2-409,2
2021-02-01,SOSWP2-513,4
2021-02-01,SOSWP2-514,15
2021-02-01,SOSWP2-515,1
2021-02-01,SOSWP2-516,2
2021-02-01,SOSWP2-517,11
2021-02-01,SOSWSWA2057,4
2021-02-01,SOSWSWA3250,1
2021-02-01,SOSWSWP3060,1
2021-02-01,SOSWSWT2035,1
2021-02-01,SOSWT1-111,20
2021-02-02,AUAC265,1
2021-02-02,AUACAE20,1
2021-02-02,AUACAE30,2
2021-02-02,AUACAH45,1
2021-02-02,AUACALH2,1
2021-02-02,AUACALM4,4
2021-02-02,AUACEG250,3
2021-02-02,AUACEG500,1
2021-02-02,AUACKCP301R,1
2021-02-02,AUACKCP350C,1
2021-02-02,AUACKCP575R,1
2021-02-02,AUACKCP950R,-1
2021-02-02,AUACKH100K,5
2021-02-02,AUACPB400,3
2021-02-02,AUACRIM4F,12
2021-02-02,AUACRP120,1
2021-02-02,AUACSH1000,7
2021-02-02,AUELCR433,7
2021-02-02,HEELAG1141,9
2021-02-02,HEELAG1165,7
2021-02-02,HEELCA2542D,1
2021-02-02,HEELCA6205,1
2021-02-02,HEELCA6256,3
2021-02-02,HEELCS1425,25
2021-02-02,HEELDH164515,2
2021-02-02,HEELHG1600,1
2021-02-02,HEELID600,0
2021-02-02,HEELPW1565,50
2021-02-02,HEELPW1770,1
2021-02-02,HEELPW2275,2
2021-02-02,HEELPW2482,2
2021-02-02,HEELVC0115P,48
2021-02-02,HEFUFCD21,226
2021-02-02,HEFUFD52,58
2021-02-02,HEFUFG71,67
2021-02-02,MADUDG701,1
2021-02-02,MAEL2G13,6
2021-02-02,MAEL2G950,1
2021-02-02,SOELAT2610254M,2
2021-02-02,SOELAT2635504M,1
2021-02-02,SOELCSVM530,3
2021-02-02,SOELPES6300,1
2021-02-02,SOELSI6140DV,4
2021-02-02,SOELSI7130MP,2
2021-02-02,SOELSI8300MG,1
2021-02-02,SOELSI9180DV,0
2021-02-02,SOFUFW161M,1
2021-02-02,SOFUFW181,10
2021-02-02,SOSWC1-611,10
2021-02-02,SOSWC1-811,1
2021-02-02,SOSWC6-603,1
2021-02-02,SOSWG2-210,5
2021-02-02,SOSWG2-213,5
2021-02-02,SOSWG2-214,2
2021-02-02,SOSWM1-111,1
2021-02-02,SOSWM2-237,9
2021-02-02,SOSWM2-251,5
2021-02-02,SOSWM2-254,3
2021-02-02,SOSWP2-517,1
2021-02-02,SOSWSWA2057,1
2021-02-02,SOSWSWT2035,1
2021-02-02,SOSWT1-111,1
2021-02-03,AUAC265,1
2021-02-03,AUACAE20,1
2021-02-03,AUACAE30,2
2021-02-03,AUACAH45,4
2021-02-03,AUACALH2,2
2021-02-03,AUACALM4,54
2021-02-03,AUACBD1522,1
2021-02-03,AUACBD850,15
2021-02-03,AUACEG250,3
2021-02-03,AUACEL12,4
2021-02-03,AUACHR42,2
2021-02-03,AUACHULK950,2
2021-02-03,AUACKCP200C,2
2021-02-03,AUACKCP375C,2
2021-02-03,AUACKCP490C,1
2021-02-03,AUACKCP950R,2
2021-02-03,AUACKCP975R,1
2021-02-03,AUACKH100K,7
2021-02-03,AUACKH120K,2
2021-02-03,AUACPB400,3
2021-02-03,AUACRIM4F,72
2021-02-03,AUACRIM4Z,4
2021-02-03,AUACRP120,2
2021-02-03,AUACSH1000,14
2021-02-03,AUELCR4301,1
2021-02-03,AUELCR433,10
2021-02-03,AUELMC3,3
2021-02-03,AUELMC5,1
2021-02-03,HEELAG114,2
2021-02-03,HEELAG1141,4
2021-02-03,HEELAG1165,18
2021-02-03,HEELBV04,2
2021-02-03,HEELCA2542D,5
2021-02-03,HEELCA6205,12
2021-02-03,HEELCA6256,23
2021-02-03,HEELCS1425,10
2021-02-03,HEELDH164515,2
2021-02-03,HEELEB90758,1
2021-02-03,HEELEP181,1
2021-02-03,HEELHG1600,14
2021-02-03,HEELID600,3
2021-02-03,HEELPS250,13
2021-02-03,HEELPS350,2
2021-02-03,HEELPW1565,15
2021-02-03,HEELPW1770,1
2021-02-03,HEELTA1100,2
2021-02-03,HEELTA375,1
2021-02-03,HEELVC0115P,14
2021-02-03,HEELXAG20,1
2021-02-03,HEFUFCD21,4
2021-02-03,HEFUFD52,93
2021-02-03,HEFUFG71,132
2021-02-03,MAEL2G13,1
2021-02-03,MAEL2G25,1
2021-02-03,MAEL2G950,1
2021-02-03,MAELGPW2515,1
2021-02-03,SOELAT2610254M,1
2021-02-03,SOELCSVM501,2
2021-02-03,SOELCSVM530,3
2021-02-03,SOELPMS6505,1
2021-02-03,SOELSI6140DV,12
2021-02-03,SOELSIC40DV,1
2021-02-03,SOFUFW161M,3
2021-02-03,SOFUFW181,44
2021-02-03,SOSWC1-611,20
2021-02-03,SOSWC1-811,1
2021-02-03,SOSWG2-210,7
2021-02-03,SOSWG2-213,3
2021-02-03,SOSWM1-111,1
2021-02-03,SOSWM2-235,4
2021-02-03,SOSWM2-265,2
2021-02-03,SOSWM3-315,3
2021-02-03,SOSWP2-516,4
2021-02-03,SOSWP2-518,10
2021-02-03,SOSWPMSW02,1
2021-02-03,SOSWSWA2057,2
2021-02-03,SOSWSWA2650,1
2021-02-03,SOSWSWC690,1
2021-02-03,SOSWSWP3060,2
2021-02-03,SOSWSWT2035,1
2021-02-03,SOSWT1-111,1
2021-02-04,AUAC265,1
2021-02-04,AUACAE20,12
2021-02-04,AUACAE30,3
2021-02-04,AUACAH45,9
2021-02-04,AUACALH2,9
2021-02-04,AUACALM4,68
2021-02-04,AUACBD850,1
2021-02-04,AUACBL05,3
2021-02-04,AUACEG250,1
2021-02-04,AUACEL12,1
2021-02-04,AUACFC350,2
2021-02-04,AUACFL85265,4
2021-02-04,AUACHR42,3
2021-02-04,AUACHULK750,1
2021-02-04,AUACHULK950,1
2021-02-04,AUACKCP300C,2
2021-02-04,AUACKCP401R,1
2021-02-04,AUACKCP450R,1
2021-02-04,AUACKCP451C,0
2021-02-04,AUACKH100K,2
2021-02-04,AUACKH120K,2
2021-02-04,AUACPB400,1
2021-02-04,AUACRIM4F,15
2021-02-04,AUACRP120,3
2021-02-04,AUACSH1000,6
2021-02-04,AUELCR433,4
2021-02-04,AUELMC3,2
2021-02-04,AUELMC5,6
2021-02-04,AUELME611,1
2021-02-04,HEELAG114,1
2021-02-04,HEELAG1141,81
2021-02-04,HEELAG1165,26
2021-02-04,HEELBV04,2
2021-02-04,HEELCA6205,5
2021-02-04,HEELCA6256,15
2021-02-04,HEELCS1425,4
2021-02-04,HEELEB7056,1
2021-02-04,HEELEB90758,1
2021-02-04,HEELHG1600,1
2021-02-04,HEELPS250,4
2021-02-04,HEELPS350,1
2021-02-04,HEELPW1565,16
2021-02-04,HEELPW1770,1
2021-02-04,HEELPW2275,1
2021-02-04,HEELPW2482,1
2021-02-04,HEELTA1500,2
2021-02-04,HEELTA375,1
2021-02-04,HEELVC0115P,22
2021-02-04,HEELVC0640P,2
2021-02-04,HEELXAG20,6
2021-02-04,HEELXB0220,1
2021-02-04,HEELXB0420,1
2021-02-04,HEELXID20,9
2021-02-04,HEFUFCD21,119
2021-02-04,HEFUFD52,43
2021-02-04,HEFUFG71,105
2021-02-04,MAEL2G65,4
2021-02-04,MAEL2G950,12
2021-02-04,SOELCSVM530,2
2021-02-04,SOELSI6140DV,162
2021-02-04,SOELSI7130MP,2
2021-02-04,SOELSI8180MP,1
2021-02-04,SOELSI9180DV,1
2021-02-04,SOFUFW161M,71
2021-02-04,SOFUFW181,15
2021-02-04,SOSWC1-611,12
2021-02-04,SOSWC6-603,3
2021-02-04,SOSWG2-210,6
2021-02-04,SOSWM2-251,1
2021-02-04,SOSWM3-315,3
2021-02-04,SOSWP2-409,1
2021-02-04,SOSWP2-411,1
2021-02-04,SOSWP2-513,10
2021-02-04,SOSWSWA2057,2
2021-02-04,SOSWSWA2650,1
2021-02-04,SOSWSWC690,1
2021-02-04,SOSWT1-111,2
2021-02-05,AUAC265,4
2021-02-05,AUAC4010,1
2021-02-05,AUACAE20,0
2021-02-05,AUACAE30,3
2021-02-05,AUACAH45,4
2021-02-05,AUACALM4,23
2021-02-05,AUACBD1100,2
2021-02-05,AUACBD850,1
2021-02-05,AUACDG1224,4
2021-02-05,AUACEG250,1
2021-02-05,AUACEL12,1
2021-02-05,AUACFL85265,3
2021-02-05,AUACFX1000,1
2021-02-05,AUACHR42,2
2021-02-05,AUACHULK450,2
2021-02-05,AUACKCP200C,1
2021-02-05,AUACKCP201R,1
2021-02-05,AUACKCP450R,1
2021-02-05,AUACKCP490C,1
2021-02-05,AUACPB400,1
2021-02-05,AUACRCBLT3,1
2021-02-05,AUACRIM4F,22
2021-02-05,AUACRIM4Z,16
2021-02-05,AUACRP120,2
2021-02-05,AUACSH1000,2
2021-02-05,AUELCR433,9
2021-02-05,AUELMC5,12
2021-02-05,HEELAG1141,2
2021-02-05,HEELAG1165,46
2021-02-05,HEELBV04,3
2021-02-05,HEELBV05,2
2021-02-05,HEELCA1012D,1
2021-02-05,HEELCA1510,1
2021-02-05,HEELCA2542D,0
2021-02-05,HEELCA6256,4
2021-02-05,HEELCS1425,1
2021-02-05,HEELDH164515,2
2021-02-05,HEELEB7056,1
2021-02-05,HEELHG1600,6
2021-02-05,HEELID600,1
2021-02-05,HEELPS250,5
2021-02-05,HEELPW1565,-26
2021-02-05,HEELPW2275,3
2021-02-05,HEELTB500,3
2021-02-05,HEELVC0115P,2
2021-02-05,HEELVC0640P,5
2021-02-05,HEELXAG20,1
2021-02-05,HEELXID20,2
2021-02-05,HEFUFCD21,7
2021-02-05,HEFUFD52,120
2021-02-05,HEFUFG71,147
2021-02-05,SOELAT2635504M,1
2021-02-05,SOELCSVM530,2
2021-02-05,SOELPMS6505,1
2021-02-05,SOELSI6140DV,16
2021-02-05,SOFUFW161M,3
2021-02-05,SOFUFW181,27
2021-02-05,SOSWC1-611,19
2021-02-05,SOSWC1-811,5
2021-02-05,SOSWG2-210,6
2021-02-05,SOSWG2-213,3
2021-02-05,SOSWG2-214,2
2021-02-05,SOSWM1-111,1
2021-02-05,SOSWM3-317,3
2021-02-05,SOSWP2-410,50
2021-02-05,SOSWP2-411,20
2021-02-05,SOSWP2-511,60
2021-02-05,SOSWP2-514,8
2021-02-05,SOSWP2-516,30
2021-02-05,SOSWP2-517,110
2021-02-05,SOSWSWA2057,1
2021-02-05,SOSWSWA2650,3
2021-02-05,SOSWSWC690,1
2021-02-05,SOSWSWP3060,1
2021-02-05,SOSWSWT2035,1
2021-02-05,SOSWT1-115,1
2021-02-06,AUACAE20,1
2021-02-06,AUACAE30,4
2021-02-06,AUACALH2,2
2021-02-06,AUACALM4,8
2021-02-06,AUACEG250,1
2021-02-06,AUACEL12,1
2021-02-06,AUACFL85265,1
2021-02-06,AUACHR42,2
2021-02-06,AUACHULK450,1
2021-02-06,AUACKCP200C,1
2021-02-06,AUACPB400,1
2021-02-06,AUACRIM4F,6
2021-02-06,AUACRP120,1
2021-02-06,AUACSH1000,2
2021-02-06,AUELCR4301,1
2021-02-06,AUELCR433,3
2021-02-06,HEELAG114,1
2021-02-06,HEELAG1165,2
2021-02-06,HEELCA2542D,1
2021-02-06,HEELEB7056,1
2021-02-06,HEELPS250,1
2021-02-06,HEELPW2275,-1
2021-02-06,HEELPW2482,1
2021-02-06,HEELTA1500,1
2021-02-06,HEELTA375,1
2021-02-06,HEELXID20,2
2021-02-06,HEFUFCD21,1
2021-02-06,HEFUFD52,6
2021-02-06,HEFUFG71,5
2021-02-06,SOELAT2610254M,3
2021-02-06,SOELCSVM530,3
2021-02-06,SOELSI6140DV,4
2021-02-06,SOELSI9180DV,1
2021-02-06,SOELSIC40DV,1
2021-02-06,SOFUFW161M,1
2021-02-06,SOSWC1-611,4
2021-02-06,SOSWC6-603,1
2021-02-06,SOSWM2-211,12
2021-02-06,SOSWP2-511,2
2021-02-06,SOSWP2-514,1
2021-02-06,SOSWP2-515,1
2021-02-06,SOSWP2-516,1
2021-02-06,SOSWP2-517,2
2021-02-06,SOSWSWA2057,1
2021-02-06,SOSWSWA2650,1
2021-02-06,SOSWT1-111,1
2021-02-08,AUAC265,2
2021-02-08,AUACAE20,1
2021-02-08,AUACAE30,1
2021-02-08,AUACAH45,3
2021-02-08,AUACALH2,2
2021-02-08,AUACALM4,3
2021-02-08,AUACALR4,4
2021-02-08,AUACAR10SH,3
2021-02-08,AUACBD850,2
2021-02-08,AUACBL05,2
2021-02-08,AUACEG250,4
2021-02-08,AUACEG500,1
2021-02-08,AUACFC350,2
2021-02-08,AUACKCP300C,1
2021-02-08,AUACKCP301R,1
2021-02-08,AUACKCP401R,1
2021-02-08,AUACPB400,3
2021-02-08,AUACRCBLT3,1
2021-02-08,AUACRIM4F,37
2021-02-08,AUACRIM4Z,4
2021-02-08,AUACRP120,1
2021-02-08,AUACSH1000,3
2021-02-08,AUELMC3,2
2021-02-08,AUELMC5,6
2021-02-08,AUELME611,1
2021-02-08,HEELAG114,5
2021-02-08,HEELAG1141,230
2021-02-08,HEELAG1165,9
2021-02-08,HEELBV04,11
2021-02-08,HEELBV05,1
2021-02-08,HEELBV06,1
2021-02-08,HEELCA1012D,11
2021-02-08,HEELCA2542D,3
2021-02-08,HEELCA6205,2
2021-02-08,HEELCA6256,9
2021-02-08,HEELDH164515,3
2021-02-08,HEELHG1600,2
2021-02-08,HEELID600,1
2021-02-08,HEELPS250,35
2021-02-08,HEELPS350,1
2021-02-08,HEELPW1565,184
2021-02-08,HEELPW1770,1
2021-02-08,HEELPW2275,1
2021-02-08,HEELPW2482,3
2021-02-08,HEELRM9026,24
2021-02-08,HEELTA1100,2
2021-02-08,HEELVC0115P,2
2021-02-08,HEELVC0640P,13
2021-02-08,HEELXAG20,1
2021-02-08,HEFUFCD21,230
2021-02-08,HEFUFD52,64
2021-02-08,HEFUFG71,268
2021-02-08,MADUDG701,2
2021-02-08,MAEL2G13,1
2021-02-08,MAEL2G65,1
2021-02-08,SOELAT2610254M,5
2021-02-08,SOELAT2635504M,4
2021-02-08,SOELCSVM530,-11
2021-02-08,SOELSI6140DV,6
2021-02-08,SOELSI7150DV,21
2021-02-08,SOELSI8300MG,1
2021-02-08,SOELSI9180DV,1
2021-02-08,SOELSI9220DV,10
2021-02-08,SOELSIC40DV,3
2021-02-08,SOFUFW161M,11
2021-02-08,SOFUFW181,55
2021-02-08,SOSWC1-611,11
2021-02-08,SOSWC6-603,1
2021-02-08,SOSWG1-111,9
2021-02-08,SOSWG1-112,15
2021-02-08,SOSWM1-111,1
2021-02-08,SOSWM2-235,12
2021-02-08,SOSWP2-513,10
2021-02-08,SOSWP2-516,4
2021-02-08,SOSWSWA2057,7
2021-02-08,SOSWT1-115,1
2021-02-09,AUAC265,1
2021-02-09,AUACAE20,1
2021-02-09,AUACAE30,3
2021-02-09,AUACAH45,2
2021-02-09,AUACALH2,2
2021-02-09,AUACALM4,13
2021-02-09,AUACALR4,24
2021-02-09,AUACBD1100,5
2021-02-09,AUACBD850,8
2021-02-09,AUACBL05,2
2021-02-09,AUACEG250,1
2021-02-09,AUACFC351,1
2021-02-09,AUACFX1000,4
2021-02-09,AUACHR42,2
2021-02-09,AUACHULK750,2
2021-02-09,AUACHULK950,1
2021-02-09,AUACKCP200C,1
2021-02-09,AUACKCP201R,1
2021-02-09,AUACKCP251C,1
2021-02-09,AUACKCP301R,1
2021-02-09,AUACKCP350C,1
2021-02-09,AUACKCP351R,1
2021-02-09,AUACKCP376R,3
2021-02-09,AUACKCP451C,1
2021-02-09,AUACKCP875R,1
2021-02-09,AUACPB400,7
2021-02-09,AUACRCBLT3,3
2021-02-09,AUACRIM4F,121
2021-02-09,AUACRP120,5
2021-02-09,AUACRT3FX,1
2021-02-09,AUACSH1000,10
2021-02-09,AUELCR433,17
2021-02-09,AUELMC3,7
2021-02-09,AUELMC5,6
2021-02-09,HEELAG114,2
2021-02-09,HEELAG1141,12
2021-02-09,HEELAG1165,6
2021-02-09,HEELAG181,1
2021-02-09,HEELBV04,0
2021-02-09,HEELCA1510,0
2021-02-09,HEELCA6256,2
2021-02-09,HEELCS1425,25
2021-02-09,HEELDH164515,1
2021-02-09,HEELHG1600,1
2021-02-09,HEELID600,0
2021-02-09,HEELPS250,3
2021-02-09,HEELPS350,0
2021-02-09,HEELPW1565,23
2021-02-09,HEELPW1770,3
2021-02-09,HEELPW2482,1
2021-02-09,HEELRM9026,10
2021-02-09,HEELVC0115P,12
2021-02-09,HEELVC0640P,1
2021-02-09,HEELXAG20,1
2021-02-09,HEELXB0220,0
2021-02-09,HEELXB0420,0
2021-02-09,HEELXID20,2
2021-02-09,HEFUFCD21,45
2021-02-09,HEFUFD52,57
2021-02-09,HEFUFG71,66
2021-02-09,MADUDG701,2
2021-02-09,MAEL2G13,2
2021-02-09,MAEL2G25,1
2021-02-09,MAEL2G65,2
2021-02-09,SOELAT2610254M,0
2021-02-09,SOELAT2635504M,2
2021-02-09,SOELCSVM510,0
2021-02-09,SOELCSVM530,16
2021-02-09,SOELPMS6505,2
2021-02-09,SOELSI6140DV,15
2021-02-09,SOELSI7130MP,0
2021-02-09,SOELSI7150DV,9
2021-02-09,SOELSI8180MP,0
2021-02-09,SOELSI9180DV,3
2021-02-09,SOELSI9220DV,0
2021-02-09,SOELSIC40DV,4
2021-02-09,SOFUFW161M,31
2021-02-09,SOFUFW181,42
2021-02-09,SOSWC1-611,8
2021-02-09,SOSWC1-811,5
2021-02-09,SOSWC6-603,2
2021-02-09,SOSWG1-111,3
2021-02-09,SOSWM2-211,1
2021-02-09,SOSWM2-235,40
2021-02-09,SOSWM2-237,48
2021-02-09,SOSWM2-251,40
2021-02-09,SOSWM2-252,2
2021-02-09,SOSWM2-254,20
2021-02-09,SOSWM2-265,20
2021-02-09,SOSWP2-511,30
2021-02-09,SOSWP2-513,14
2021-02-09,SOSWP2-517,18
2021-02-09,SOSWP2-518,2
2021-02-09,SOSWSWA153N,35
2021-02-09,SOSWSWA2057,4
2021-02-09,SOSWSWA2650,1
2021-02-09,SOSWSWC690,1
2021-02-09,SOSWT1-115,1
2021-02-10,AUAC3-4-1,8
2021-02-10,AUACAE20,0
2021-02-10,AUACAE30,1
2021-02-10,AUACAH45,2
2021-02-10,AUACALH2,5
2021-02-10,AUACALM4,10
2021-02-10,AUACALR4,23
2021-02-10,AUACAN4275,1
2021-02-10,AUACAR10SH,7
2021-02-10,AUACBD1100,0
2021-02-10,AUACBD1522,1
2021-02-10,AUACBD850,2
2021-02-10,AUACEG250,1
2021-02-10,AUACHR42,4
2021-02-10,AUACHULK450,3
2021-02-10,AUACKCP201R,1
2021-02-10,AUACKCP301R,1
2021-02-10,AUACKCP376R,1
2021-02-10,AUACKCP401R,1
2021-02-10,AUACKCP451C,1
2021-02-10,AUACKH120K,1
2021-02-10,AUACKH70K,10
2021-02-10,AUACRIM4F,12
2021-02-10,AUACRIM4Z,6
2021-02-10,AUACRP120,12
2021-02-10,AUACSH1000,2
2021-02-10,AUELCR433,14
2021-02-10,AUELMC3,1
2021-02-10,AUELMC5,3
2021-02-10,HEELAG1141,4
2021-02-10,HEELAG1165,7
2021-02-10,HEELBV04,1
2021-02-10,HEELBV05,1
2021-02-10,HEELCA6256,9
2021-02-10,HEELCS1425,10
2021-02-10,HEELDH164515,1
2021-02-10,HEELEB90758,1
2021-02-10,HEELHG1600,2
2021-02-10,HEELPS250,2
2021-02-10,HEELPW1565,12
2021-02-10,HEELRM9026,4
2021-02-10,HEELTA1100,1
2021-02-10,HEELTA375,1
2021-02-10,HEELVC0115P,7
2021-02-10,HEELVC0640P,6
2021-02-10,HEELXAG20,2
2021-02-10,HEFUFC25,5
2021-02-10,HEFUFCD21,8
2021-02-10,HEFUFD52,20
2021-02-10,HEFUFG71,39
2021-02-10,MAEL2G13,2
2021-02-10,MAEL2G950,2
2021-02-10,SOELAT2610254M,5
2021-02-10,SOELCSVM530,3
2021-02-10,SOELSI6140DV,27
2021-02-10,SOELSI7130MP,1
2021-02-10,SOELSI7150DV,13
2021-02-10,SOELSI8300MG,1
2021-02-10,SOELSI9180DV,1
2021-02-10,SOELSI9210DT,1
2021-02-10,SOELSI9220DV,1
2021-02-10,SOFUFW161M,13
2021-02-10,SOFUFW181,29
2021-02-10,SOSWC1-611,9
2021-02-10,SOSWC1-811,1
2021-02-10,SOSWM1-111,1
2021-02-10,SOSWM2-235,2
2021-02-10,SOSWM2-254,5
2021-02-10,SOSWM2-265,2
2021-02-10,SOSWM3-315,2
2021-02-10,SOSWP2-513,2
2021-02-10,SOSWP2-515,3
2021-02-10,SOSWP2-516,2
2021-02-10,SOSWP2-517,9
2021-02-10,SOSWSWA153N,37
2021-02-10,SOSWSWA2057,1
2021-02-10,SOSWSWA3250,1
2021-02-10,SOSWSWP3060,1
2021-02-10,SOSWSWT2035,1
2021-02-10,SOSWT1-111,2
2021-02-11,AUAC4010,2
2021-02-11,AUACAE20,1
2021-02-11,AUACAE30,5
2021-02-11,AUACAH45,1
2021-02-11,AUACALH2,1
2021-02-11,AUACALM4,4
2021-02-11,AUACALR4,18
2021-02-11,AUACBD1100,1
2021-02-11,AUACBL05,1
2021-02-11,AUACDG1224,1
2021-02-11,AUACEG250,5
2021-02-11,AUACEL12,7
2021-02-11,AUACFEX10,1
2021-02-11,AUACFL85265,3
2021-02-11,AUACHR42,1
2021-02-11,AUACHULK450,1
2021-02-11,AUACIN624,1
2021-02-11,AUACKCP200C,2
2021-02-11,AUACKCP300C,1
2021-02-11,AUACKCP350C,3
2021-02-11,AUACKCP400C,2
2021-02-11,AUACKCP551R,1
2021-02-11,AUACPB400,7
2021-02-11,AUACRIM4F,38
2021-02-11,AUACRIM4Z,4
2021-02-11,AUACRP120,1
2021-02-11,AUACSH1000,10
2021-02-11,AUELCR433,5
2021-02-11,AUELMC3,2
2021-02-11,AUELME611,3
2021-02-11,HEELAG1141,6
2021-02-11,HEELAG1165,7
2021-02-11,HEELBV04,3
2021-02-11,HEELBV05,1
2021-02-11,HEELCA6256,2
2021-02-11,HEELCS1425,3
2021-02-11,HEELHG1600,1
2021-02-11,HEELPS250,4
2021-02-11,HEELPS350,2
2021-02-11,HEELPW1565,6
2021-02-11,HEELRM9026,13
2021-02-11,HEELVC0640P,1
2021-02-11,HEELXAG20,2
2021-02-11,HEELXID20,4
2021-02-11,HEFUFC25,2
2021-02-11,HEFUFCD21,8
2021-02-11,HEFUFD52,12
2021-02-11,HEFUFG71,50
2021-02-11,MAEL2G13,1
2021-02-11,MAEL2G65,1
2021-02-11,MAEL2G950,16
2021-02-11,SOELAT2610254M,1
2021-02-11,SOELAT2635504M,1
2021-02-11,SOELCSVM530,2
2021-02-11,SOELSI6140DV,12
2021-02-11,SOELSI7150DV,1
2021-02-11,SOELSI9180DV,1
2021-02-11,SOELSIC40DV,2
2021-02-11,SOFUFW161M,15
2021-02-11,SOFUFW181,14
2021-02-11,SOSWC1-611,17
2021-02-11,SOSWC1-811,3
2021-02-11,SOSWG1-111,3
2021-02-11,SOSWG2-210,4
2021-02-11,SOSWG2-213,4
2021-02-11,SOSWG2-214,1
2021-02-11,SOSWM2-211,200
2021-02-11,SOSWM2-251,100
2021-02-11,SOSWM3-315,2
2021-02-11,SOSWP2-511,15
2021-02-11,SOSWP2-515,2
2021-02-11,SOSWP2-517,27
2021-02-11,SOSWSWA153N,6
2021-02-11,SOSWSWA2057,5
2021-02-11,SOSWSWA2650,5
2021-02-11,SOSWSWP3060,2
2021-02-11,SOSWT1-111,1
